-3.695352884,-2.56971468,0
-3.005772071,-3.920038678,0
-3.601767398,-2.701278253,0
-3.328238692,1.755129039,0
-3.298137583,-0.230758425,0
-3.225016154,0.082472602,0
-3.198394146,-3.653306337,0
-2.645127259,-3.624190945,0
-2.529942527,2.196546327,0
-2.476919428,2.532556521,0
-2.335879901,3.997690406,0
-2.231028473,1.695694562,0
-2.468319074,0.739062017,0
-1.625556495,1.74904196,0
-1.617132582,1.184197344,0
-1.518070616,-0.205155224,0
-1.297894517,-0.686915228,0
-2.037901532,-2.518942367,0
-0.955182118,1.317688361,0
-0.824879427,3.582024787,0
-0.578150913,-0.568436638,0
-0.050782319,0.550236542,0
0.027496807,3.714686664,0
0.174880013,-1.520541407,0
0.313042793,-3.241433902,0
0.324592644,3.64805525,0
0.459242927,0.383080062,0
0.686269397,-0.501043549,0
1.055192081,-2.524259295,0
1.552229945,-0.925823988,0
1.578284193,-0.457174484,0
1.584962513,3.871247107,0
1.80952606,-3.555949822,0
1.95822853,-2.306012413,0
2.408119604,0.689957701,0
2.512278207,-3.57233488,0
2.617530817,-2.238771722,0
3.272373125,-2.641022308,0
3.415570395,-2.72880438,0
3.443378936,-0.582723962,0
3.548664598,3.428875115,0
3.786586454,1.778409561,0
3.944915406,0.386692539,0
-3.201648379,2.158784987,1
-3.145844836,1.986906245,1
-3.140526069,2.630840945,1
-3.124587963,-0.605942781,1
-3.120989327,-1.355450348,1
-3.118521315,2.397413695,1
-3.108711383,2.576792029,1
-3.100317806,1.470540343,1
-3.091634353,-1.108034198,1
-3.089470505,2.271452267,1
-3.086948464,1.758395012,1
-3.079442391,1.158178851,1
-3.070724988,-1.674659716,1
-3.070127557,0.668891413,1
-3.060748012,-2.682505441,1
-3.057234445,-2.652247373,1
-3.054763171,-2.470662438,1
-3.054615884,2.00334845,1
-3.054586336,0.879710049,1
-3.054565273,-1.895171167,1
-3.052179352,-0.387479793,1
-3.051647498,2.399642068,1
-3.050621293,-0.582286608,1
-3.05045134,-0.710379921,1
-3.049866809,-0.615134859,1
-3.047319893,-0.827019345,1
-3.047267858,2.320915586,1
-3.046861547,2.210133552,1
-3.0460295,0.664532452,1
-3.044542673,-0.306252685,1
-3.043680455,-0.060361006,1
-3.043025059,-0.048079213,1
-3.042276392,0.152727754,1
-3.038718443,1.923981012,1
-3.036782805,-1.04648439,1
